'Elapsed time','ECG'
'0:33.600',8.100
'0:33.604',8.272
'0:33.608',8.428
'0:33.612',8.216
'0:33.616',8.080
'0:33.620',8.188
'0:33.624',8.404
'0:33.628',8.236
'0:33.632',8.040
'0:33.636',8.188
'0:33.640',8.404
'0:33.644',8.304
'0:33.648',8.076
'0:33.652',8.144
'0:33.656',8.324
'0:33.660',8.352
'0:33.664',8.076
'0:33.668',8.104
'0:33.672',8.296
'0:33.676',8.344
'0:33.680',8.132
'0:33.684',8.056
'0:33.688',8.248
'0:33.692',8.376
'0:33.696',8.172
'0:33.700',8.072
'0:33.704',8.232
'0:33.708',8.440
'0:33.712',8.244
'0:33.716',8.060
'0:33.720',8.156
'0:33.724',8.388
'0:33.728',8.260
'0:33.732',8.036
'0:33.736',8.196
'0:33.740',8.408
'0:33.744',8.328
'0:33.748',8.084
'0:33.752',8.156
'0:33.756',8.380
'0:33.760',8.364
'0:33.764',8.140
'0:33.768',8.172
'0:33.772',8.376
'0:33.776',8.440
'0:33.780',8.208
'0:33.784',8.164
'0:33.788',8.360
'0:33.792',8.516
'0:33.796',8.288
'0:33.800',8.188
'0:33.804',8.388
'0:33.808',8.564
'0:33.812',8.424
'0:33.816',8.248
'0:33.820',8.412
'0:33.824',8.624
'0:33.828',8.508
'0:33.832',8.332
'0:33.836',8.484
'0:33.840',8.672
'0:33.844',8.636
'0:33.848',8.380
'0:33.852',8.456
'0:33.856',8.660
'0:33.860',8.684
'0:33.864',8.424
'0:33.868',8.424
'0:33.872',8.616
'0:33.876',8.640
'0:33.880',8.316
'0:33.884',8.272
'0:33.888',8.424
'0:33.892',8.528
'0:33.896',8.260
'0:33.900',8.120
'0:33.904',8.304
'0:33.908',8.440
'0:33.912',8.276
'0:33.916',8.044
'0:33.920',8.216
'0:33.924',8.388
'0:33.928',8.232
'0:33.932',8.024
'0:33.936',8.172
'0:33.940',8.368
'0:33.944',8.292
'0:33.948',8.040
'0:33.952',8.104
'0:33.956',8.324
'0:33.960',8.292
'0:33.964',8.076
'0:33.968',8.060
'0:33.972',8.256
'0:33.976',8.360
'0:33.980',8.124
'0:33.984',8.056
'0:33.988',8.276
'0:33.992',8.368
'0:33.996',8.164
'0:34.000',8.028
'0:34.004',8.224
'0:34.008',8.384
'0:34.012',8.220
'0:34.016',8.044
'0:34.020',8.180
'0:34.024',8.364
'0:34.028',8.208
'0:34.032',8.036
'0:34.036',8.168
'0:34.040',8.400
'0:34.044',8.308
'0:34.048',8.060
'0:34.052',8.128
'0:34.056',8.352
'0:34.060',8.340
'0:34.064',8.108
'0:34.068',8.112
'0:34.072',8.344
'0:34.076',8.344
'0:34.080',8.128
'0:34.084',8.072
'0:34.088',8.308
'0:34.092',8.404
'0:34.096',8.152
'0:34.100',8.060
'0:34.104',8.240
'0:34.108',8.392
'0:34.112',8.224
'0:34.116',8.016
'0:34.120',8.204
'0:34.124',8.400
'0:34.128',8.276
'0:34.132',8.064
'0:34.136',8.164
'0:34.140',8.388
'0:34.144',8.300
'0:34.148',8.056
'0:34.152',8.132
'0:34.156',8.372
'0:34.160',8.328
'0:34.164',8.056
'0:34.168',8.072
'0:34.172',8.324
'0:34.176',8.356
'0:34.180',8.148
'0:34.184',8.072
'0:34.188',8.268
'0:34.192',8.360
'0:34.196',8.164
'0:34.200',8.056
'0:34.204',8.228
'0:34.208',8.380
'0:34.212',8.188
'0:34.216',8.036
'0:34.220',8.212
'0:34.224',8.412
'0:34.228',8.264
'0:34.232',8.036
'0:34.236',8.152
'0:34.240',8.376
'0:34.244',8.252
'0:34.248',8.024
'0:34.252',8.104
'0:34.256',8.340
'0:34.260',8.312
'0:34.264',8.080
'0:34.268',8.076
'0:34.272',8.312
'0:34.276',8.360
'0:34.280',8.096
'0:34.284',8.056
'0:34.288',8.312
'0:34.292',8.404
'0:34.296',8.176
'0:34.300',8.040
'0:34.304',8.248
'0:34.308',8.420
'0:34.312',8.260
'0:34.316',8.104
'0:34.320',8.292
'0:34.324',8.504
'0:34.328',8.360
'0:34.332',8.128
'0:34.336',8.256
'0:34.340',8.492
'0:34.344',8.416
'0:34.348',8.188
'0:34.352',8.248
'0:34.356',8.488
'0:34.360',8.492
'0:34.364',8.204
'0:34.368',8.168
'0:34.372',8.412
'0:34.376',8.456
'0:34.380',8.232
'0:34.384',8.148
'0:34.388',8.364
'0:34.392',8.452
'0:34.396',8.156
'0:34.400',8.008
'0:34.404',8.188
'0:34.408',8.364
'0:34.412',8.148
'0:34.416',7.984
'0:34.420',8.128
'0:34.424',8.344
'0:34.428',8.232
'0:34.432',8.040
'0:34.436',8.108
'0:34.440',8.340
'0:34.444',8.236
'0:34.448',7.992
'0:34.452',8.072
'0:34.456',8.308
'0:34.460',8.280
'0:34.464',8.064
'0:34.468',8.072
'0:34.472',8.288
'0:34.476',8.332
'0:34.480',8.000
'0:34.484',7.852
'0:34.488',8.076
'0:34.492',8.272
'0:34.496',8.256
'0:34.500',8.556
'0:34.504',9.248
'0:34.508',9.964
'0:34.512',10.132
'0:34.516',9.588
'0:34.520',9.088
'0:34.524',8.960
'0:34.528',8.784
'0:34.532',8.464
'0:34.536',8.464
'0:34.540',8.556
'0:34.544',8.380
'0:34.548',8.140
'0:34.552',8.196
'0:34.556',8.408
'0:34.560',8.380
'0:34.564',8.104
'0:34.568',8.060
'0:34.572',8.312
'0:34.576',8.340
'0:34.580',8.116
'0:34.584',8.056
'0:34.588',8.276
'0:34.592',8.364
'0:34.596',8.168
'0:34.600',8.040
'0:34.604',8.220
'0:34.608',8.368
'0:34.612',8.192
'0:34.616',7.980
'0:34.620',8.160
'0:34.624',8.388
'0:34.628',8.240
'0:34.632',8.016
'0:34.636',8.132
'0:34.640',8.360
'0:34.644',8.252
'0:34.648',8.024
'0:34.652',8.112
'0:34.656',8.348
'0:34.660',8.336
'0:34.664',8.068
'0:34.668',8.048
'0:34.672',8.316
'0:34.676',8.356
'0:34.680',8.140
'0:34.684',8.052
'0:34.688',8.280
'0:34.692',8.400
'0:34.696',8.184
'0:34.700',8.100
'0:34.704',8.304
'0:34.708',8.448
'0:34.712',8.256
'0:34.716',8.064
'0:34.720',8.204
'0:34.724',8.440
'0:34.728',8.320
'0:34.732',8.084
'0:34.736',8.248
'0:34.740',8.464
'0:34.744',8.392
'0:34.748',8.164
'0:34.752',8.244
'0:34.756',8.500
'0:34.760',8.440
'0:34.764',8.232
'0:34.768',8.256
'0:34.772',8.504
'0:34.776',8.580
'0:34.780',8.392
'0:34.784',8.300
'0:34.788',8.560
'0:34.792',8.660
'0:34.796',8.496
'0:34.800',8.380
'0:34.804',8.588
'0:34.808',8.752
'0:34.812',8.564
'0:34.816',8.380
'0:34.820',8.524
'0:34.824',8.712
'0:34.828',8.560
'0:34.832',8.332
'0:34.836',8.420
'0:34.840',8.640
'0:34.844',8.520
'0:34.848',8.248
'0:34.852',8.260
'0:34.856',8.452
'0:34.860',8.416
'0:34.864',8.160
'0:34.868',8.168
'0:34.872',8.352
'0:34.876',8.412
'0:34.880',8.148
'0:34.884',8.080
'0:34.888',8.328
'0:34.892',8.456
'0:34.896',8.188
'0:34.900',8.020
'0:34.904',8.184
'0:34.908',8.376
'0:34.912',8.208
'0:34.916',8.028
'0:34.920',8.192
'0:34.924',8.372
'0:34.928',8.244
'0:34.932',8.032
'0:34.936',8.168
'0:34.940',8.400
'0:34.944',8.304
'0:34.948',8.072
'0:34.952',8.128
'0:34.956',8.364
'0:34.960',8.336
'0:34.964',8.100
'0:34.968',8.092
'0:34.972',8.312
'0:34.976',8.392
'0:34.980',8.180
'0:34.984',8.092
'0:34.988',8.296
'0:34.992',8.408
'0:34.996',8.188
'0:35.000',8.064
'0:35.004',8.280
'0:35.008',8.448
'0:35.012',8.276
'0:35.016',8.116
'0:35.020',8.260
'0:35.024',8.460
'0:35.028',8.308
'0:35.032',8.084
'0:35.036',8.192
'0:35.040',8.452
'0:35.044',8.388
'0:35.048',8.112
'0:35.052',8.180
'0:35.056',8.416
'0:35.060',8.392
'0:35.064',8.136
'0:35.068',8.124
'0:35.072',8.360
'0:35.076',8.400
'0:35.080',8.184
'0:35.084',8.160
'0:35.088',8.304
'0:35.092',8.424
'0:35.096',8.216
'0:35.100',8.068
'0:35.104',8.252
'0:35.108',8.404
'0:35.112',8.256
'0:35.116',8.088
'0:35.120',8.200
'0:35.124',8.388
'0:35.128',8.276
'0:35.132',8.064
'0:35.136',8.164
'0:35.140',8.404
'0:35.144',8.332
'0:35.148',8.060
'0:35.152',8.132
'0:35.156',8.368
'0:35.160',8.356
'0:35.164',8.124
'0:35.168',8.068
'0:35.172',8.272
'0:35.176',8.360
'0:35.180',8.132
'0:35.184',8.064
'0:35.188',8.276
'0:35.192',8.392
'0:35.196',8.164
'0:35.200',8.036
'0:35.204',8.260
'0:35.208',8.408
'0:35.212',8.252
'0:35.216',8.064
'0:35.220',8.208
'0:35.224',8.400
'0:35.228',8.304
'0:35.232',8.044
'0:35.236',8.140
'0:35.240',8.368
'0:35.244',8.312
'0:35.248',8.048
'0:35.252',8.128
'0:35.256',8.356
'0:35.260',8.364
'0:35.264',8.136
'0:35.268',8.128
'0:35.272',8.340
'0:35.276',8.456
'0:35.280',8.224
'0:35.284',8.132
'0:35.288',8.368
'0:35.292',8.516
'0:35.296',8.320
'0:35.300',8.192
'0:35.304',8.376
'0:35.308',8.556
'0:35.312',8.416
'0:35.316',8.228
'0:35.320',8.336
'0:35.324',8.528
'0:35.328',8.364
'0:35.332',8.132
'0:35.336',8.276
'0:35.340',8.496
'0:35.344',8.472
'0:35.348',8.120
'0:35.352',8.152
'0:35.356',8.400
'0:35.360',8.384
'0:35.364',8.080
'0:35.368',8.084
'0:35.372',8.224
'0:35.376',8.328
'0:35.380',8.072
'0:35.384',7.980
'0:35.388',8.188
'0:35.392',8.344
'0:35.396',8.112
'0:35.400',8.024
'0:35.404',8.216
'0:35.408',8.348
'0:35.412',8.148
'0:35.416',7.952
'0:35.420',8.164
'0:35.424',8.352
'0:35.428',8.264
'0:35.432',7.988
'0:35.436',8.100
'0:35.440',8.332
'0:35.444',8.176
'0:35.448',7.852
'0:35.452',7.960
'0:35.456',8.344
'0:35.460',8.588
'0:35.464',8.816
'0:35.468',9.388
'0:35.472',10.148
'0:35.476',10.384
'0:35.480',9.552
'0:35.484',8.740
'0:35.488',8.804
'0:35.492',8.912
'0:35.496',8.596
'0:35.500',8.332
'0:35.504',8.424
'0:35.508',8.548
'0:35.512',8.328
'0:35.516',8.108
'0:35.520',8.248
'0:35.524',8.404
'0:35.528',8.248
'0:35.532',8.048
'0:35.536',8.140
'0:35.540',8.352
'0:35.544',8.364
'0:35.548',8.116
'0:35.552',8.076
'0:35.556',8.280
'0:35.560',8.324
'0:35.564',8.080
'0:35.568',8.040
'0:35.572',8.288
'0:35.576',8.412
'0:35.580',8.144
'0:35.584',8.088
'0:35.588',8.320
'0:35.592',8.408
'0:35.596',8.132
'0:35.600',7.992
'0:35.604',8.180
'0:35.608',8.368
'0:35.612',8.236
'0:35.616',8.056
'0:35.620',8.188
'0:35.624',8.376
'0:35.628',8.268
'0:35.632',8.040
'0:35.636',8.160
'0:35.640',8.380
'0:35.644',8.364
'0:35.648',8.104
'0:35.652',8.112
'0:35.656',8.304
'0:35.660',8.348
'0:35.664',8.180
'0:35.668',8.124
'0:35.672',8.352
'0:35.676',8.448
'0:35.680',8.236
'0:35.684',8.236
'0:35.688',8.408
'0:35.692',8.448
'0:35.696',8.196
'0:35.700',8.032
'0:35.704',8.268
'0:35.708',8.512
'0:35.712',8.428
'0:35.716',8.264
'0:35.720',8.380
'0:35.724',8.556
'0:35.728',8.428
'0:35.732',8.164
'0:35.736',8.304
'0:35.740',8.520
'0:35.744',8.560
'0:35.748',8.372
'0:35.752',8.408
'0:35.756',8.712
'0:35.760',8.792
'0:35.764',8.472
'0:35.768',8.424
'0:35.772',8.712
'0:35.776',8.856
'0:35.780',8.548
'0:35.784',8.368
'0:35.788',8.592
'0:35.792',8.740
'0:35.796',8.568
'0:35.800',8.488
'0:35.804',8.568
'0:35.808',8.580
'0:35.812',8.360
'0:35.816',8.112
'0:35.820',8.204
'0:35.824',8.384
'0:35.828',8.340
'0:35.832',8.088
'0:35.836',8.220
'0:35.840',8.480
'0:35.844',8.408
'0:35.848',8.232
'0:35.852',8.224
'0:35.856',8.308
'0:35.860',8.264
'0:35.864',8.020
'0:35.868',8.028
'0:35.872',8.236
'0:35.876',8.340
'0:35.880',8.208
'0:35.884',8.080
'0:35.888',8.292
'0:35.892',8.436
'0:35.896',8.076
'0:35.900',7.872
'0:35.904',8.136
'0:35.908',8.376
'0:35.912',8.280
'0:35.916',8.048
'0:35.920',8.148
'0:35.924',8.304
'0:35.928',8.352
'0:35.932',8.128
'0:35.936',8.160
'0:35.940',8.308
'0:35.944',8.260
'0:35.948',7.968
'0:35.952',8.044
'0:35.956',8.280
'0:35.960',8.316
'0:35.964',8.068
'0:35.968',8.088
'0:35.972',8.280
'0:35.976',8.380
'0:35.980',8.136
'0:35.984',8.072
'0:35.988',8.296
'0:35.992',8.424
'0:35.996',8.276
'0:36.000',8.144
'0:36.004',8.288
'0:36.008',8.356
'0:36.012',8.220
'0:36.016',8.028
'0:36.020',8.240
'0:36.024',8.432
'0:36.028',8.244
'0:36.032',8.000
'0:36.036',8.148
'0:36.040',8.296
'0:36.044',8.224
'0:36.048',7.972
'0:36.052',8.076
'0:36.056',8.320
'0:36.060',8.348
'0:36.064',8.100
'0:36.068',8.064
'0:36.072',8.252
'0:36.076',8.372
'0:36.080',8.164
'0:36.084',8.072
'0:36.088',8.340
'0:36.092',8.488
'0:36.096',8.200
'0:36.100',7.964
'0:36.104',8.144
'0:36.108',8.360
'0:36.112',8.232
'0:36.116',8.088
'0:36.120',8.204
'0:36.124',8.308
'0:36.128',8.164
'0:36.132',7.976
'0:36.136',8.108
'0:36.140',8.328
'0:36.144',8.272
'0:36.148',8.048
'0:36.152',8.160
'0:36.156',8.428
'0:36.160',8.356
'0:36.164',8.052
'0:36.168',8.052
'0:36.172',8.264
'0:36.176',8.336
'0:36.180',8.100
'0:36.184',7.988
'0:36.188',8.176
'0:36.192',8.288
'0:36.196',8.132
'0:36.200',7.968
'0:36.204',8.176
'0:36.208',8.420
'0:36.212',8.296
'0:36.216',8.028
'0:36.220',8.180
'0:36.224',8.456
'0:36.228',8.424
'0:36.232',8.208
'0:36.236',8.288
'0:36.240',8.380
'0:36.244',8.320
'0:36.248',8.184
'0:36.252',8.228
'0:36.256',8.416
'0:36.260',8.456
'0:36.264',8.256
'0:36.268',8.232
'0:36.272',8.388
'0:36.276',8.432
'0:36.280',8.288
'0:36.284',8.164
'0:36.288',8.352
'0:36.292',8.412
'0:36.296',8.180
'0:36.300',8.068
'0:36.304',8.200
'0:36.308',8.308
'0:36.312',8.172
'0:36.316',8.124
'0:36.320',8.284
'0:36.324',8.312
'0:36.328',8.052
'0:36.332',7.852
'0:36.336',8.088
'0:36.340',8.332
'0:36.344',8.276
'0:36.348',8.000
'0:36.352',8.036
'0:36.356',8.276
'0:36.360',8.364
'0:36.364',8.084
'0:36.368',8.084
'0:36.372',8.224
'0:36.376',8.272
'0:36.380',8.028
'0:36.384',7.908
'0:36.388',8.008
'0:36.392',8.076
'0:36.396',7.944
'0:36.400',8.024
'0:36.404',8.520
'0:36.408',9.196
'0:36.412',9.660
'0:36.416',9.980
'0:36.420',10.108
'0:36.424',9.664
'0:36.428',9.036
'0:36.432',8.608
'0:36.436',8.672
'0:36.440',8.720
'0:36.444',8.608
'0:36.448',8.296
'0:36.452',8.304
'0:36.456',8.376
'0:36.460',8.352
'0:36.464',8.040
'0:36.468',8.000
'0:36.472',8.244
'0:36.476',8.420
'0:36.480',8.336
'0:36.484',8.096
'0:36.488',8.184
'0:36.492',8.352
'0:36.496',8.116
'0:36.500',7.880
'0:36.504',8.160
'0:36.508',8.340
'0:36.512',8.224
'0:36.516',8.024
'0:36.520',8.156
'0:36.524',8.300
'0:36.528',8.292
'0:36.532',8.124
'0:36.536',8.156
'0:36.540',8.236
'0:36.544',8.232
'0:36.548',7.988
'0:36.552',8.088
'0:36.556',8.348
'0:36.560',8.328
'0:36.564',8.080
'0:36.568',8.012
'0:36.572',8.256
'0:36.576',8.396
'0:36.580',8.176
'0:36.584',7.956
'0:36.588',8.188
'0:36.592',8.484
'0:36.596',8.300
'0:36.600',7.984
'0:36.604',8.104
'0:36.608',8.268
'0:36.612',8.188
'0:36.616',8.044
'0:36.620',8.248
'0:36.624',8.420
'0:36.628',8.308
'0:36.632',8.048
'0:36.636',8.128
'0:36.640',8.324
'0:36.644',8.320
'0:36.648',8.136
'0:36.652',8.144
'0:36.656',8.428
'0:36.660',8.496
'0:36.664',8.228
'0:36.668',8.208
'0:36.672',8.484
'0:36.676',8.564
'0:36.680',8.236
'0:36.684',8.196
'0:36.688',8.476
'0:36.692',8.556
'0:36.696',8.552
'0:36.700',8.444
'0:36.704',8.532
'0:36.708',8.584
'0:36.712',8.484
'0:36.716',8.272
'0:36.720',8.480
'0:36.724',8.692
'0:36.728',8.740
'0:36.732',8.508
'0:36.736',8.432
'0:36.740',8.616
'0:36.744',8.564
'0:36.748',8.280
'0:36.752',8.280
'0:36.756',8.396
'0:36.760',8.396
'0:36.764',8.184
'0:36.768',8.156
'0:36.772',8.316
'0:36.776',8.344
'0:36.780',8.156
'0:36.784',8.140
'0:36.788',8.380
'0:36.792',8.460
'0:36.796',8.204
'0:36.800',7.976
'0:36.804',8.204
'0:36.808',8.280
'0:36.812',8.096
'0:36.816',7.956
'0:36.820',8.188
'0:36.824',8.348
'0:36.828',8.280
'0:36.832',7.988
'0:36.836',8.112
'0:36.840',8.360
'0:36.844',8.256
'0:36.848',7.932
'0:36.852',7.964
'0:36.856',8.228
'0:36.860',8.280
'0:36.864',8.048
'0:36.868',8.108
'0:36.872',8.256
'0:36.876',8.344
'0:36.880',8.184
'0:36.884',8.120
'0:36.888',8.284
'0:36.892',8.292
'0:36.896',8.040
'0:36.900',7.980
'0:36.904',8.248
'0:36.908',8.388
'0:36.912',8.284
'0:36.916',7.944
'0:36.920',8.040
'0:36.924',8.252
'0:36.928',8.200
'0:36.932',8.072
'0:36.936',8.280
'0:36.940',8.336
'0:36.944',8.224
'0:36.948',8.048
'0:36.952',8.096
'0:36.956',8.320
'0:36.960',8.460
'0:36.964',8.156
'0:36.968',8.016
'0:36.972',8.108
'0:36.976',8.164
'0:36.980',8.024
'0:36.984',7.968
'0:36.988',8.224
'0:36.992',8.372
'0:36.996',8.228
'0:37.000',8.044
'0:37.004',8.140
'0:37.008',8.284
'0:37.012',8.300
'0:37.016',8.056
'0:37.020',8.048
'0:37.024',8.184
'0:37.028',8.176
'0:37.032',7.968
'0:37.036',8.064
'0:37.040',8.356
'0:37.044',8.300
'0:37.048',7.988
'0:37.052',8.016
'0:37.056',8.284
'0:37.060',8.320
'0:37.064',8.036
'0:37.068',7.924
'0:37.072',8.196
'0:37.076',8.308
'0:37.080',8.156
'0:37.084',8.052
'0:37.088',8.224
'0:37.092',8.276
'0:37.096',8.096
'0:37.100',7.956
'0:37.104',8.260
'0:37.108',8.380
'0:37.112',8.176
'0:37.116',7.872
'0:37.120',8.040
'0:37.124',8.256
'0:37.128',8.256
'0:37.132',8.020
'0:37.136',8.072
'0:37.140',8.296
'0:37.144',8.316
'0:37.148',8.068
'0:37.152',8.136
'0:37.156',8.376
'0:37.160',8.376
'0:37.164',8.188
'0:37.168',8.012
'0:37.172',8.172
'0:37.176',8.352
'0:37.180',8.144
'0:37.184',8.012
'0:37.188',8.184
'0:37.192',8.320
'0:37.196',8.276
'0:37.200',8.228
'0:37.204',8.368
'0:37.208',8.308
'0:37.212',8.256
'0:37.216',8.104
'0:37.220',8.220
'0:37.224',8.404
'0:37.228',8.324
'0:37.232',8.168
'0:37.236',8.244
'0:37.240',8.392
'0:37.244',8.320
'0:37.248',8.092
'0:37.252',8.120
'0:37.256',8.344
'0:37.260',8.256
'0:37.264',7.968
'0:37.268',7.972
'0:37.272',8.308
'0:37.276',8.248
'0:37.280',7.972
'0:37.284',7.856
'0:37.288',8.072
'0:37.292',8.328
'0:37.296',8.224
'0:37.300',7.980
'0:37.304',8.028
'0:37.308',8.148
'0:37.312',8.112
'0:37.316',7.904
'0:37.320',8.084
'0:37.324',8.236
'0:37.328',8.184
'0:37.332',8.028
'0:37.336',8.080
'0:37.340',8.136
'0:37.344',8.092
'0:37.348',7.820
'0:37.352',7.876
'0:37.356',8.460
'0:37.360',8.796
'0:37.364',8.856
'0:37.368',9.372
'0:37.372',10.064
'0:37.376',9.940
'0:37.380',9.056
'0:37.384',8.508
'0:37.388',8.640
'0:37.392',8.680
'0:37.396',8.488
'0:37.400',8.192
'0:37.404',8.308
'0:37.408',8.456
'0:37.412',8.344
'0:37.416',8.144
'0:37.420',8.228
'0:37.424',8.284
'0:37.428',8.136
'0:37.432',7.996
'0:37.436',8.112
'0:37.440',8.276
'0:37.444',8.196
'0:37.448',7.940
'0:37.452',7.928
'0:37.456',8.208
'0:37.460',8.232
'0:37.464',8.008
'0:37.468',7.952
'0:37.472',8.168
'0:37.476',8.264
'0:37.480',8.112
'0:37.484',8.024
'0:37.488',8.228
'0:37.492',8.292
'0:37.496',8.060
'0:37.500',7.940
'0:37.504',8.156
'0:37.508',8.348
'0:37.512',8.236
'0:37.516',7.972
'0:37.520',8.084
'0:37.524',8.276
'0:37.528',8.252
'0:37.532',8.040
'0:37.536',8.116
'0:37.540',8.368
'0:37.544',8.320
'0:37.548',8.064
'0:37.552',8.028
'0:37.556',8.248
'0:37.560',8.300
'0:37.564',8.176
'0:37.568',8.300
'0:37.572',8.444
'0:37.576',8.364
'0:37.580',8.236
'0:37.584',8.120
'0:37.588',8.208
'0:37.592',8.252
'0:37.596',8.108
'0:37.600',8.008
'0:37.604',8.180
'0:37.608',8.420
'0:37.612',8.296
'0:37.616',8.112
'0:37.620',8.308
'0:37.624',8.556
'0:37.628',8.488
'0:37.632',8.268
'0:37.636',8.300
'0:37.640',8.516
'0:37.644',8.548
'0:37.648',8.360
'0:37.652',8.488
'0:37.656',8.852
'0:37.660',8.776
'0:37.664',8.384
'0:37.668',8.292
'0:37.672',8.532
'0:37.676',8.680
'0:37.680',8.592
'0:37.684',8.456
'0:37.688',8.628
'0:37.692',8.628
'0:37.696',8.336
'0:37.700',8.164
'0:37.704',8.432
'0:37.708',8.536
'0:37.712',8.360
'0:37.716',8.204
'0:37.720',8.352
'0:37.724',8.488
'0:37.728',8.260
'0:37.732',7.988
'0:37.736',8.140
'0:37.740',8.376
'0:37.744',8.304
'0:37.748',8.156
'0:37.752',8.144
'0:37.756',8.248
'0:37.760',8.240
'0:37.764',8.084
'0:37.768',8.140
'0:37.772',8.412
'0:37.776',8.392
'0:37.780',8.076
'0:37.784',7.944
'0:37.788',8.168
'0:37.792',8.328
'0:37.796',8.224
'0:37.800',7.992
'0:37.804',8.120
'0:37.808',8.284
'0:37.812',8.204
'0:37.816',8.024
'0:37.820',8.212
'0:37.824',8.460
'0:37.828',8.348
'0:37.832',8.080
'0:37.836',8.012
'0:37.840',8.272
'0:37.844',8.320
'0:37.848',8.088
'0:37.852',8.100
'0:37.856',8.428
'0:37.860',8.404
'0:37.864',8.072
'0:37.868',7.976
'0:37.872',8.228
'0:37.876',8.312
'0:37.880',8.128
'0:37.884',8.032
'0:37.888',8.288
'0:37.892',8.372
'0:37.896',8.236
'0:37.900',8.132
'0:37.904',8.232
'0:37.908',8.468
'0:37.912',8.432
'0:37.916',8.144
'0:37.920',8.232
'0:37.924',8.448
'0:37.928',8.340
'0:37.932',8.016
'0:37.936',8.008
'0:37.940',8.208
'0:37.944',8.228
'0:37.948',8.012
'0:37.952',8.096
'0:37.956',8.348
'0:37.960',8.368
'0:37.964',8.120
'0:37.968',8.080
'0:37.972',8.340
'0:37.976',8.372
'0:37.980',8.104
'0:37.984',8.124
'0:37.988',8.336
'0:37.992',8.444
'0:37.996',8.224
'0:38.000',8.052
'0:38.004',8.188
'0:38.008',8.392
'0:38.012',8.296
'0:38.016',8.000
'0:38.020',8.124
'0:38.024',8.336
'0:38.028',8.348
'0:38.032',8.120
'0:38.036',8.172
'0:38.040',8.292
'0:38.044',8.192
'0:38.048',8.012
'0:38.052',8.072
'0:38.056',8.368
'0:38.060',8.388
'0:38.064',8.116
'0:38.068',8.104
'0:38.072',8.400
'0:38.076',8.372
'0:38.080',8.076
'0:38.084',7.936
'0:38.088',8.196
'0:38.092',8.356
'0:38.096',8.200
'0:38.100',7.964
'0:38.104',8.172
'0:38.108',8.388
'0:38.112',8.312
'0:38.116',8.108
'0:38.120',8.268
'0:38.124',8.564
'0:38.128',8.396
'0:38.132',8.032
'0:38.136',8.128
'0:38.140',8.440
'0:38.144',8.388
'0:38.148',8.132
'0:38.152',8.260
'0:38.156',8.456
'0:38.160',8.460
'0:38.164',8.264
'0:38.168',8.188
'0:38.172',8.440
'0:38.176',8.616
'0:38.180',8.396
'0:38.184',8.260
'0:38.188',8.372
'0:38.192',8.236
'0:38.196',8.096
'0:38.200',8.048
'0:38.204',8.220
'0:38.208',8.396
'0:38.212',8.208
'0:38.216',7.944
'0:38.220',8.140
'0:38.224',8.360
'0:38.228',8.216
'0:38.232',8.068
'0:38.236',8.176
'0:38.240',8.368
'0:38.244',8.328
'0:38.248',8.004
'0:38.252',8.032
'0:38.256',8.292
'0:38.260',8.220
'0:38.264',7.920
'0:38.268',7.956
'0:38.272',8.216
'0:38.276',8.428
'0:38.280',8.292
'0:38.284',8.088
'0:38.288',8.144
'0:38.292',8.196
'0:38.296',7.992
'0:38.300',7.908
'0:38.304',8.532
'0:38.308',9.296
'0:38.312',9.676
'0:38.316',10.016
'0:38.320',10.136
'0:38.324',9.536
'0:38.328',8.940
'0:38.332',8.664
'0:38.336',8.668
'0:38.340',8.732
'0:38.344',8.640
'0:38.348',8.360
'0:38.352',8.272
'0:38.356',8.468
'0:38.360',8.452
'0:38.364',8.100
'0:38.368',7.968
'0:38.372',8.172
'0:38.376',8.272
'0:38.380',8.156
'0:38.384',7.992
'0:38.388',8.320
'0:38.392',8.472
'0:38.396',8.240
'0:38.400',8.132
'0:38.404',8.192
'0:38.408',8.212
'0:38.412',8.092
'0:38.416',8.016
'0:38.420',8.144
'0:38.424',8.356
'0:38.428',8.276
'0:38.432',7.960
'0:38.436',7.988
'0:38.440',8.264
'0:38.444',8.284
'0:38.448',8.144
'0:38.452',8.276
'0:38.456',8.432
'0:38.460',8.292
'0:38.464',7.948
'0:38.468',7.908
'0:38.472',8.156
'0:38.476',8.344
'0:38.480',8.176
'0:38.484',8.116
'0:38.488',8.404
'0:38.492',8.380
'0:38.496',8.084
'0:38.500',7.912
'0:38.504',8.108
'0:38.508',8.396
'0:38.512',8.428
'0:38.516',8.584
'0:38.520',8.484
'0:38.524',8.112
'0:38.528',7.888
'0:38.532',7.868
'0:38.536',8.132
'0:38.540',8.484
'0:38.544',8.420
'0:38.548',8.124
'0:38.552',8.216
'0:38.556',8.412
'0:38.560',8.356
'0:38.564',8.144
'0:38.568',8.220
'0:38.572',8.516
'0:38.576',8.700
'0:38.580',8.444
'0:38.584',8.328
'0:38.588',8.556
'0:38.592',9.008
'0:38.596',8.748
'0:38.600',8.264
'0:38.604',8.212
'0:38.608',8.532
'0:38.612',8.444
'0:38.616',8.344
'0:38.620',8.492
'0:38.624',8.644
'0:38.628',8.496
'0:38.632',8.380
'0:38.636',8.520
'0:38.640',8.664
'0:38.644',8.444
'0:38.648',8.196
'0:38.652',8.160
'0:38.656',8.368
'0:38.660',8.404
'0:38.664',8.160
'0:38.668',8.148
'0:38.672',8.584
'0:38.676',8.716
'0:38.680',8.264
